Name,Race,Year,Gender,Age,Finish,Age Bracket
Sample Runner 10158,Santa Clarita Marathon,2023,M,63,13752,60-64
Sample Runner 10159,Santa Clarita Marathon,2023,M,57,13269,55-59
Sample Runner 10160,Santa Clarita Marathon,2023,M,25,13154,Under 35
Sample Runner 10161,Santa Clarita Marathon,2023,F,39,16313,35-39
Sample Runner 10162,Santa Clarita Marathon,2023,M,53,14736,50-54
Sample Runner 10163,Santa Clarita Marathon,2023,M,53,16239,50-54
Sample Runner 10164,Santa Clarita Marathon,2023,M,43,16312,40-44
Sample Runner 10165,Santa Clarita Marathon,2023,F,33,27450,Under 35
Sample Runner 10166,Santa Clarita Marathon,2023,F,36,16136,35-39
Sample Runner 10167,Santa Clarita Marathon,2023,M,25,18052,Under 35
Sample Runner 10168,Santa Clarita Marathon,2023,F,52,20152,50-54
Sample Runner 10169,Santa Clarita Marathon,2023,M,25,17075,Under 35
Sample Runner 10170,Santa Clarita Marathon,2023,F,20,14332,Under 35
Sample Runner 10171,Santa Clarita Marathon,2023,F,39,19173,35-39
Sample Runner 10172,Santa Clarita Marathon,2023,F,37,21508,35-39
Sample Runner 10173,Santa Clarita Marathon,2023,M,36,24290,35-39
Sample Runner 10174,Santa Clarita Marathon,2023,F,50,16017,50-54
Sample Runner 10175,Savage Seven Marathon Day 6,2023,M,-1,28973,Unknown
Sample Runner 10176,Savage Seven Marathon Day 6,2023,M,-1,30329,Unknown
Sample Runner 10177,Savage Seven Marathon Day 6,2023,M,-1,31484,Unknown
Sample Runner 10178,Savage Seven Marathon Day 6,2023,M,-1,24956,Unknown
Sample Runner 10179,Savage Seven Marathon Day 6,2023,M,-1,31484,Unknown
Sample Runner 10180,Savage Seven Marathon Day 6,2023,M,-1,23883,Unknown
Sample Runner 10181,Savage Seven Marathon Day 6,2023,F,-1,27610,Unknown
Sample Runner 10182,Savage Seven Marathon Day 6,2023,F,-1,28972,Unknown
Sample Runner 10183,Savage Seven Marathon Day 6,2023,M,-1,23586,Unknown
Sample Runner 10184,Savage Seven Marathon Day 6,2023,M,-1,18555,Unknown
Sample Runner 10185,Savage Seven Marathon Day 6,2023,M,-1,31485,Unknown
Sample Runner 10186,Savage Seven Marathon Day 6,2023,M,-1,28973,Unknown
Sample Runner 10187,Savage Seven Marathon Day 7,2023,F,-1,30000,Unknown
Sample Runner 10188,Savage Seven Marathon Day 7,2023,M,-1,15288,Unknown
Sample Runner 10189,Savage Seven Marathon Day 7,2023,M,-1,24422,Unknown
Sample Runner 10190,Savage Seven Marathon Day 7,2023,F,-1,27303,Unknown
Sample Runner 10191,Savage Seven Marathon Day 7,2023,M,-1,30000,Unknown
Sample Runner 10192,Savage Seven Marathon Day 7,2023,M,-1,30002,Unknown
Sample Runner 10193,Savage Seven Marathon Day 7,2023,M,-1,25644,Unknown
Sample Runner 10194,Savage Seven Marathon Day 7,2023,M,-1,12218,Unknown
Sample Runner 10195,Savage Seven Marathon Day 7,2023,M,-1,11483,Unknown
Sample Runner 10196,Savage Seven Marathon Day 7,2023,M,-1,29498,Unknown
Sample Runner 10197,Savage Seven Marathon Day 7,2023,M,-1,20921,Unknown
Sample Runner 10198,Savage Seven Marathon Day 7,2023,M,-1,30002,Unknown
Sample Runner 10199,Savage Seven Marathon Day 7,2023,M,-1,28742,Unknown
Sample Runner 10200,Savage Seven Marathon Day 7,2023,M,-1,12211,Unknown
Sample Runner 10201,Savage Seven Marathon Day 7,2023,M,-1,32342,Unknown
Sample Runner 10202,Savin Rock Marathon,2023,M,39,17370,35-39
Sample Runner 10203,Savin Rock Marathon,2023,F,42,16547,40-44
Sample Runner 10204,Savin Rock Marathon,2023,M,49,16890,45-49
Sample Runner 10205,Savin Rock Marathon,2023,F,24,18940,Under 35
Sample Runner 10206,Savin Rock Marathon,2023,M,38,16897,35-39
Sample Runner 10207,Savin Rock Marathon,2023,F,35,15581,35-39
Sample Runner 10208,Savin Rock Marathon,2023,F,22,12779,Under 35
Sample Runner 10209,Savin Rock Marathon,2023,F,35,15757,35-39
Sample Runner 10210,Savin Rock Marathon,2023,M,24,15002,Under 35
Sample Runner 10211,Savin Rock Marathon,2023,M,55,15141,55-59
Sample Runner 10212,Savin Rock Marathon,2023,M,37,14161,35-39
Sample Runner 10213,Savin Rock Marathon,2023,M,23,11984,Under 35
Sample Runner 10214,Savin Rock Marathon,2023,M,35,13503,35-39
Sample Runner 10215,Savin Rock Marathon,2023,M,23,15143,Under 35
Sample Runner 10216,Savin Rock Marathon,2023,M,26,18157,Under 35
Sample Runner 10217,Savin Rock Marathon,2023,M,53,15576,50-54
Sample Runner 10218,Savin Rock Marathon,2023,M,38,13616,35-39
Sample Runner 10219,Savin Rock Marathon,2023,M,34,16720,Under 35
Sample Runner 10220,Savin Rock Marathon,2023,F,40,20476,40-44
Sample Runner 10221,Savin Rock Marathon,2023,F,28,12305,Under 35
Sample Runner 10222,Seabrook Lucky Trail Marathon,2023,F,74,24429,70-74
Sample Runner 10223,Seabrook Lucky Trail Marathon,2023,M,54,17800,50-54
Sample Runner 10224,Seabrook Lucky Trail Marathon,2023,M,59,25502,55-59
Sample Runner 10225,Seabrook Lucky Trail Marathon,2023,M,44,14355,40-44
Sample Runner 10226,Seabrook Lucky Trail Marathon,2023,F,49,21539,45-49
Sample Runner 10227,Seabrook Lucky Trail Marathon,2023,M,59,19865,55-59
Sample Runner 10228,Seabrook Lucky Trail Marathon,2023,F,59,15572,55-59
Sample Runner 10229,Seabrook Lucky Trail Marathon,2023,M,54,15145,50-54
Sample Runner 10230,Seabrook Lucky Trail Marathon,2023,M,19,12065,Under 35
Sample Runner 10231,Seabrook Lucky Trail Marathon,2023,M,29,16155,Under 35
Sample Runner 10232,Seabrook Lucky Trail Marathon,2023,F,29,18622,Under 35
Sample Runner 10233,Seabrook Lucky Trail Marathon,2023,M,64,23859,60-64
Sample Runner 10234,Seabrook Lucky Trail Marathon,2023,M,74,22606,70-74
Sample Runner 10235,Seabrook Lucky Trail Marathon,2023,F,69,16708,65-69
Sample Runner 10236,Seabrook Lucky Trail Marathon,2023,M,44,13711,40-44
Sample Runner 10237,Seabrook Lucky Trail Marathon,2023,M,24,14712,Under 35
Sample Runner 10238,Seabrook Lucky Trail Marathon,2023,M,69,22680,65-69
Sample Runner 10239,Seabrook Lucky Trail Marathon,2023,M,49,14888,45-49
Sample Runner 10240,Seabrook Lucky Trail Marathon,2023,F,29,26781,Under 35
Sample Runner 10241,Seabrook Lucky Trail Marathon,2023,F,44,17487,40-44
Sample Runner 10242,Seaside Marathon,2023,F,63,17161,60-64
Sample Runner 10243,Seaside Marathon,2023,F,39,16815,35-39
Sample Runner 10244,Seaside Marathon,2023,F,28,22663,Under 35
Sample Runner 10245,Seaside Marathon,2023,M,19,12073,Under 35
Sample Runner 10246,Seaside Marathon,2023,M,40,11880,40-44
Sample Runner 10247,Seaside Marathon,2023,M,34,18083,Under 35
Sample Runner 10248,Seaside Marathon,2023,M,48,16990,45-49
Sample Runner 10249,Seaside Marathon,2023,M,32,14447,Under 35
Sample Runner 10250,Seaside Marathon,2023,M,40,16171,40-44
Sample Runner 10251,Seaside Marathon,2023,M,43,15230,40-44
Sample Runner 10252,Seaside Marathon,2023,M,39,21526,35-39
Sample Runner 10253,Seaside Marathon,2023,M,19,22931,Under 35
Sample Runner 10254,Seaside Marathon,2023,M,30,17880,Under 35
Sample Runner 10255,Seaside Marathon,2023,M,45,16853,45-49
Sample Runner 10256,Seaside Marathon,2023,F,40,18614,40-44
Sample Runner 10257,Seaside Marathon,2023,M,42,14781,40-44
Sample Runner 10258,Seaside Marathon,2023,M,67,25801,65-69
Sample Runner 10259,Seaside Marathon,2023,M,41,13508,40-44
Sample Runner 10260,Seaside Marathon,2023,M,18,16557,Under 35
Sample Runner 10261,Seaside Marathon,2023,F,39,16853,35-39
Sample Runner 10262,Seattle Marathon,2023,F,44,15982,40-44
Sample Runner 10263,Seattle Marathon,2023,M,22,12808,Under 35
Sample Runner 10264,Seattle Marathon,2023,M,30,13510,Under 35
Sample Runner 10265,Seattle Marathon,2023,M,28,14104,Under 35
Sample Runner 10266,Seattle Marathon,2023,M,41,14858,40-44
Sample Runner 10267,Seattle Marathon,2023,M,22,13781,Under 35
Sample Runner 10268,Seattle Marathon,2023,M,30,13962,Under 35
Sample Runner 10269,Seattle Marathon,2023,M,29,13702,Under 35
Sample Runner 10270,Seattle Marathon,2023,F,21,21171,Under 35
Sample Runner 10271,Seattle Marathon,2023,M,21,17878,Under 35
Sample Runner 10272,Seattle Marathon,2023,M,20,15139,Under 35
Sample Runner 10273,Seattle Marathon,2023,M,24,11825,Under 35
Sample Runner 10274,Seattle Marathon,2023,M,38,15686,35-39
Sample Runner 10275,Seattle Marathon,2023,F,36,24489,35-39
Sample Runner 10276,Seattle Marathon,2023,M,44,17607,40-44
Sample Runner 10277,Seattle Marathon,2023,M,20,14857,Under 35
Sample Runner 10278,Seattle Marathon,2023,F,32,16008,Under 35
Sample Runner 10279,Seattle Marathon,2023,F,44,19019,40-44
Sample Runner 10280,Seattle Marathon,2023,M,41,19384,40-44
Sample Runner 10281,Seattle Marathon,2023,F,24,17166,Under 35
Sample Runner 10282,Sehgahunda Trail Marathon,2023,F,37,23982,35-39
Sample Runner 10283,Sehgahunda Trail Marathon,2023,M,37,25030,35-39
Sample Runner 10284,Sehgahunda Trail Marathon,2023,M,39,19238,35-39
Sample Runner 10285,Sehgahunda Trail Marathon,2023,M,63,26473,60-64
Sample Runner 10286,Sehgahunda Trail Marathon,2023,M,63,22741,60-64
Sample Runner 10287,Sehgahunda Trail Marathon,2023,M,61,25297,60-64
Sample Runner 10288,Sehgahunda Trail Marathon,2023,M,32,24890,Under 35
Sample Runner 10289,Sehgahunda Trail Marathon,2023,F,39,26579,35-39
Sample Runner 10290,Sehgahunda Trail Marathon,2023,M,39,15737,35-39
Sample Runner 10291,Sehgahunda Trail Marathon,2023,M,53,18991,50-54
Sample Runner 10292,Sehgahunda Trail Marathon,2023,M,34,19075,Under 35
Sample Runner 10293,Sehgahunda Trail Marathon,2023,M,37,18322,35-39
Sample Runner 10294,Sehgahunda Trail Marathon,2023,F,25,23345,Under 35
Sample Runner 10295,Sehgahunda Trail Marathon,2023,M,50,26531,50-54
Sample Runner 10296,Sehgahunda Trail Marathon,2023,F,45,26457,45-49
Sample Runner 10297,Sehgahunda Trail Marathon,2023,M,39,20890,35-39
Sample Runner 10298,Sehgahunda Trail Marathon,2023,M,51,21538,50-54
Sample Runner 10299,Sehgahunda Trail Marathon,2023,M,48,24170,45-49
Sample Runner 10300,Sehgahunda Trail Marathon,2023,M,29,19030,Under 35
Sample Runner 10301,Sehgahunda Trail Marathon,2023,F,40,23312,40-44
Sample Runner 10302,Seven Bridges Marathon,2023,F,44,13539,40-44
Sample Runner 10303,Seven Bridges Marathon,2023,M,54,13435,50-54
Sample Runner 10304,Seven Bridges Marathon,2023,M,44,18136,40-44
Sample Runner 10305,Seven Bridges Marathon,2023,M,24,16047,Under 35
Sample Runner 10306,Seven Bridges Marathon,2023,M,44,14978,40-44
Sample Runner 10307,Seven Bridges Marathon,2023,M,15,12288,Under 35
Sample Runner 10308,Seven Bridges Marathon,2023,M,40,15700,40-44
Sample Runner 10309,Seven Bridges Marathon,2023,M,59,18341,55-59
Sample Runner 10310,Seven Bridges Marathon,2023,M,24,17237,Under 35
Sample Runner 10311,Seven Bridges Marathon,2023,M,29,12427,Under 35
Sample Runner 10312,Seven Bridges Marathon,2023,M,33,14128,Under 35
Sample Runner 10313,Seven Bridges Marathon,2023,F,21,18833,Under 35
Sample Runner 10314,Seven Bridges Marathon,2023,M,51,17791,50-54
Sample Runner 10315,Seven Bridges Marathon,2023,M,21,17722,Under 35
Sample Runner 10316,Seven Bridges Marathon,2023,M,53,19005,50-54
Sample Runner 10317,Seven Bridges Marathon,2023,F,47,18855,45-49
Sample Runner 10318,Seven Bridges Marathon,2023,F,36,12165,35-39
Sample Runner 10319,Seven Bridges Marathon,2023,F,44,23256,40-44
Sample Runner 10320,Seven Bridges Marathon,2023,F,30,20507,Under 35
Sample Runner 10321,Seven Bridges Marathon,2023,M,38,10309,35-39
Sample Runner 10322,Shamrock Sportsfest Marathon,2023,F,22,14958,Under 35
Sample Runner 10323,Shamrock Sportsfest Marathon,2023,M,27,15954,Under 35
Sample Runner 10324,Shamrock Sportsfest Marathon,2023,M,54,17785,50-54
Sample Runner 10325,Shamrock Sportsfest Marathon,2023,M,50,11107,50-54
Sample Runner 10326,Shamrock Sportsfest Marathon,2023,M,37,16071,35-39
Sample Runner 10327,Shamrock Sportsfest Marathon,2023,M,29,19066,Under 35
Sample Runner 10328,Shamrock Sportsfest Marathon,2023,M,46,14260,45-49
Sample Runner 10329,Shamrock Sportsfest Marathon,2023,M,63,17122,60-64
Sample Runner 10330,Shamrock Sportsfest Marathon,2023,M,24,20574,Under 35
Sample Runner 10331,Shamrock Sportsfest Marathon,2023,M,53,15476,50-54
Sample Runner 10332,Shamrock Sportsfest Marathon,2023,F,25,13891,Under 35
Sample Runner 10333,Shamrock Sportsfest Marathon,2023,M,43,12851,40-44
Sample Runner 10334,Shamrock Sportsfest Marathon,2023,F,49,15283,45-49
Sample Runner 10335,Shamrock Sportsfest Marathon,2023,F,55,18294,55-59
Sample Runner 10336,Shamrock Sportsfest Marathon,2023,F,45,20415,45-49
Sample Runner 10337,Shamrock Sportsfest Marathon,2023,F,29,25934,Under 35
Sample Runner 10338,Shamrock Sportsfest Marathon,2023,M,51,17765,50-54
Sample Runner 10339,Shamrock Sportsfest Marathon,2023,M,45,21937,45-49
Sample Runner 10340,Shamrock Sportsfest Marathon,2023,F,50,16809,50-54
Sample Runner 10341,Shamrock Sportsfest Marathon,2023,F,40,13133,40-44
Sample Runner 10342,Shiprock Marathon,2023,M,59,16123,55-59
Sample Runner 10343,Shiprock Marathon,2023,M,49,19811,45-49
Sample Runner 10344,Shiprock Marathon,2023,M,99,15190,80 and Over
Sample Runner 10345,Shiprock Marathon,2023,M,59,14187,55-59
Sample Runner 10346,Shiprock Marathon,2023,F,39,19976,35-39
Sample Runner 10347,Shiprock Marathon,2023,M,49,15019,45-49
Sample Runner 10348,Shiprock Marathon,2023,M,39,12886,35-39
Sample Runner 10349,Shiprock Marathon,2023,F,49,16231,45-49
Sample Runner 10350,Shiprock Marathon,2023,F,59,20006,55-59
Sample Runner 10351,Shiprock Marathon,2023,M,59,18475,55-59
Sample Runner 10352,Shiprock Marathon,2023,F,59,21431,55-59
Sample Runner 10353,Shiprock Marathon,2023,F,59,17318,55-59
Sample Runner 10354,Shiprock Marathon,2023,M,29,20630,Under 35
Sample Runner 10355,Shiprock Marathon,2023,M,29,14068,Under 35
Sample Runner 10356,Shiprock Marathon,2023,F,49,27360,45-49
Sample Runner 10357,Shiprock Marathon,2023,M,39,14531,35-39
Sample Runner 10358,Shiprock Marathon,2023,M,39,15015,35-39
Sample Runner 10359,Shiprock Marathon,2023,M,18,19717,Under 35
Sample Runner 10360,Shiprock Marathon,2023,F,59,21656,55-59
Sample Runner 10361,Shiprock Marathon,2023,F,49,23913,45-49
Sample Runner 10362,Shoreline Marathon,2023,M,16,13080,Under 35
Sample Runner 10363,Shoreline Marathon,2023,M,28,14131,Under 35
Sample Runner 10364,Shoreline Marathon,2023,M,26,14298,Under 35
Sample Runner 10365,Shoreline Marathon,2023,F,43,18331,40-44
Sample Runner 10366,Shoreline Marathon,2023,M,24,13184,Under 35
Sample Runner 10367,Shoreline Marathon,2023,M,26,22752,Under 35
Sample Runner 10368,Shoreline Marathon,2023,M,43,16689,40-44
Sample Runner 10369,Shoreline Marathon,2023,M,25,18303,Under 35
Sample Runner 10370,Shoreline Marathon,2023,M,41,15313,40-44
Sample Runner 10371,Shoreline Marathon,2023,M,53,18296,50-54
Sample Runner 10372,Shoreline Marathon,2023,F,25,17995,Under 35
Sample Runner 10373,Shoreline Marathon,2023,M,24,17908,Under 35
Sample Runner 10374,Shoreline Marathon,2023,M,46,13684,45-49
Sample Runner 10375,Shoreline Marathon,2023,M,69,20665,65-69
Sample Runner 10376,Shoreline Marathon,2023,M,24,12641,Under 35
Sample Runner 10377,Shoreline Marathon,2023,F,32,16491,Under 35
Sample Runner 10378,Shoreline Marathon,2023,M,29,14618,Under 35
Sample Runner 10379,Shoreline Marathon,2023,M,42,21604,40-44
Sample Runner 10380,Shoreline Marathon,2023,M,42,12030,40-44
Sample Runner 10381,Shoreline Marathon,2023,M,24,15661,Under 35
Sample Runner 10382,Silver Falls Marathon,2023,F,33,21172,Under 35
Sample Runner 10383,Silver Falls Marathon,2023,F,44,18769,40-44
Sample Runner 10384,Silver Falls Marathon,2023,F,39,23209,35-39
Sample Runner 10385,Silver Falls Marathon,2023,M,51,20222,50-54
Sample Runner 10386,Silver Falls Marathon,2023,F,31,23842,Under 35
Sample Runner 10387,Silver Falls Marathon,2023,F,40,19494,40-44
Sample Runner 10388,Silver Falls Marathon,2023,M,39,23414,35-39
Sample Runner 10389,Silver Falls Marathon,2023,F,35,21302,35-39
Sample Runner 10390,Silver Falls Marathon,2023,F,33,16712,Under 35
Sample Runner 10391,Silver Falls Marathon,2023,M,56,23176,55-59
Sample Runner 10392,Silver Falls Marathon,2023,F,35,24718,35-39
Sample Runner 10393,Silver Falls Marathon,2023,M,24,28715,Under 35
Sample Runner 10394,Silver Falls Marathon,2023,F,38,23211,35-39
Sample Runner 10395,Silver Falls Marathon,2023,M,46,18150,45-49
Sample Runner 10396,Silver Falls Marathon,2023,M,39,21762,35-39
Sample Runner 10397,Silver Falls Marathon,2023,F,25,25720,Under 35
Sample Runner 10398,Silver Falls Marathon,2023,F,44,20030,40-44
Sample Runner 10399,Silver Falls Marathon,2023,M,36,19040,35-39
Sample Runner 10400,Silver Falls Marathon,2023,M,38,21050,35-39
Sample Runner 10401,Silver Falls Marathon,2023,M,57,17181,55-59
Sample Runner 10402,Silverton Alpine Marathon,2023,M,40,23122,40-44
Sample Runner 10403,Silverton Alpine Marathon,2023,F,41,28091,40-44
Sample Runner 10404,Silverton Alpine Marathon,2023,M,53,19641,50-54
Sample Runner 10405,Silverton Alpine Marathon,2023,M,59,17158,55-59
Sample Runner 10406,Silverton Alpine Marathon,2023,M,37,17225,35-39
Sample Runner 10407,Silverton Alpine Marathon,2023,M,21,24334,Under 35
Sample Runner 10408,Silverton Alpine Marathon,2023,M,37,31133,35-39
Sample Runner 10409,Silverton Alpine Marathon,2023,F,35,32443,35-39
Sample Runner 10410,Silverton Alpine Marathon,2023,F,51,25769,50-54
Sample Runner 10411,Silverton Alpine Marathon,2023,F,35,21221,35-39
Sample Runner 10412,Silverton Alpine Marathon,2023,F,42,20801,40-44
Sample Runner 10413,Silverton Alpine Marathon,2023,F,51,27524,50-54
Sample Runner 10414,Silverton Alpine Marathon,2023,M,28,14051,Under 35
Sample Runner 10415,Silverton Alpine Marathon,2023,M,34,19367,Under 35
Sample Runner 10416,Silverton Alpine Marathon,2023,M,20,30242,Under 35
Sample Runner 10417,Silverton Alpine Marathon,2023,F,36,23241,35-39
Sample Runner 10418,Silverton Alpine Marathon,2023,F,54,28120,50-54
Sample Runner 10419,Silverton Alpine Marathon,2023,M,44,22638,40-44
Sample Runner 10420,Silverton Alpine Marathon,2023,F,38,25696,35-39
Sample Runner 10421,Silverton Alpine Marathon,2023,M,44,20636,40-44
Sample Runner 10422,Sioux Falls Marathon,2023,F,49,15514,45-49
Sample Runner 10423,Sioux Falls Marathon,2023,M,72,19817,70-74
Sample Runner 10424,Sioux Falls Marathon,2023,M,30,17683,Under 35
Sample Runner 10425,Sioux Falls Marathon,2023,M,29,15566,Under 35
Sample Runner 10426,Sioux Falls Marathon,2023,F,45,12535,45-49
Sample Runner 10427,Sioux Falls Marathon,2023,M,28,15944,Under 35
Sample Runner 10428,Sioux Falls Marathon,2023,M,38,14675,35-39
Sample Runner 10429,Sioux Falls Marathon,2023,M,45,11782,45-49
Sample Runner 10430,Sioux Falls Marathon,2023,M,50,17055,50-54
Sample Runner 10431,Sioux Falls Marathon,2023,M,53,15599,50-54
Sample Runner 10432,Sioux Falls Marathon,2023,M,59,20248,55-59
Sample Runner 10433,Sioux Falls Marathon,2023,F,38,12831,35-39
Sample Runner 10434,Sioux Falls Marathon,2023,M,54,13746,50-54
Sample Runner 10435,Sioux Falls Marathon,2023,F,33,14484,Under 35
Sample Runner 10436,Sioux Falls Marathon,2023,F,50,15244,50-54
Sample Runner 10437,Sioux Falls Marathon,2023,M,29,11121,Under 35
Sample Runner 10438,Sioux Falls Marathon,2023,M,38,15685,35-39
Sample Runner 10439,Sioux Falls Marathon,2023,M,56,21097,55-59
Sample Runner 10440,Sioux Falls Marathon,2023,F,52,21182,50-54
Sample Runner 10441,Sioux Falls Marathon,2023,F,74,20483,70-74
Sample Runner 10442,Six-O Trail,2023,M,42,31563,40-44
Sample Runner 10443,Six-O Trail,2023,M,27,23321,Under 35
Sample Runner 10444,Six-O Trail,2023,F,32,18063,Under 35
Sample Runner 10445,Six-O Trail,2023,M,51,22842,50-54
Sample Runner 10446,Six-O Trail,2023,M,28,23765,Under 35
Sample Runner 10447,Six-O Trail,2023,M,63,24910,60-64
Sample Runner 10448,Six-O Trail,2023,M,33,23939,Under 35
Sample Runner 10449,Six-O Trail,2023,F,44,19474,40-44
Sample Runner 10450,Six-O Trail,2023,F,44,26026,40-44
Sample Runner 10451,Six-O Trail,2023,F,25,31560,Under 35
Sample Runner 10452,Six-O Trail,2023,M,42,19767,40-44
Sample Runner 10453,Six-O Trail,2023,M,25,27359,Under 35
Sample Runner 10454,Six-O Trail,2023,M,48,29524,45-49
Sample Runner 10455,Six-O Trail,2023,F,56,21228,55-59
Sample Runner 10456,Six-O Trail,2023,M,26,21066,Under 35
Sample Runner 10457,Six-O Trail,2023,F,42,19910,40-44
Sample Runner 10458,Skagit Flats Marathon,2023,F,47,14424,45-49
Sample Runner 10459,Skagit Flats Marathon,2023,M,39,18723,35-39
Sample Runner 10460,Skagit Flats Marathon,2023,M,49,14723,45-49
Sample Runner 10461,Skagit Flats Marathon,2023,M,63,14438,60-64
Sample Runner 10462,Skagit Flats Marathon,2023,M,47,13430,45-49
Sample Runner 10463,Skagit Flats Marathon,2023,M,52,13909,50-54
Sample Runner 10464,Skagit Flats Marathon,2023,M,48,15560,45-49
Sample Runner 10465,Skagit Flats Marathon,2023,M,48,10769,45-49
Sample Runner 10466,Skagit Flats Marathon,2023,M,47,14095,45-49
Sample Runner 10467,Skagit Flats Marathon,2023,F,60,14846,60-64
Sample Runner 10468,Skagit Flats Marathon,2023,M,81,14637,80 and Over
Sample Runner 10469,Skagit Flats Marathon,2023,M,51,13130,50-54
Sample Runner 10470,Skagit Flats Marathon,2023,F,62,21602,60-64
Sample Runner 10471,Skagit Flats Marathon,2023,M,31,13331,Under 35
Sample Runner 10472,Skagit Flats Marathon,2023,M,36,14210,35-39
Sample Runner 10473,Skagit Flats Marathon,2023,F,33,14224,Under 35
Sample Runner 10474,Skagit Flats Marathon,2023,M,23,12385,Under 35
Sample Runner 10475,Skagit Flats Marathon,2023,M,56,14083,55-59
Sample Runner 10476,Skagit Flats Marathon,2023,F,51,14906,50-54
Sample Runner 10477,Skagit Flats Marathon,2023,M,63,14454,60-64
Sample Runner 10478,Skidaway Island Marathon,2023,M,27,12341,Under 35
Sample Runner 10479,Skidaway Island Marathon,2023,F,20,14843,Under 35
Sample Runner 10480,Skidaway Island Marathon,2023,M,20,15146,Under 35
Sample Runner 10481,Skidaway Island Marathon,2023,F,53,16064,50-54
Sample Runner 10482,Skidaway Island Marathon,2023,F,32,16287,Under 35
Sample Runner 10483,Skidaway Island Marathon,2023,M,33,14125,Under 35
Sample Runner 10484,Skidaway Island Marathon,2023,M,22,14443,Under 35
Sample Runner 10485,Skidaway Island Marathon,2023,M,45,16134,45-49
Sample Runner 10486,Skidaway Island Marathon,2023,M,43,13056,40-44
Sample Runner 10487,Skidaway Island Marathon,2023,M,40,21543,40-44
Sample Runner 10488,Skidaway Island Marathon,2023,F,42,12403,40-44
Sample Runner 10489,Skidaway Island Marathon,2023,F,23,17506,Under 35
Sample Runner 10490,Skidaway Island Marathon,2023,M,15,15223,Under 35
Sample Runner 10491,Skidaway Island Marathon,2023,F,41,13394,40-44
Sample Runner 10492,Skidaway Island Marathon,2023,M,40,18824,40-44
Sample Runner 10493,Skidaway Island Marathon,2023,M,23,17998,Under 35
Sample Runner 10494,Skidaway Island Marathon,2023,M,50,20460,50-54
Sample Runner 10495,Skidaway Island Marathon,2023,M,63,17280,60-64
Sample Runner 10496,Skidaway Island Marathon,2023,F,46,18673,45-49
Sample Runner 10497,Skidaway Island Marathon,2023,M,52,21161,50-54
Sample Runner 10498,Skyline Mountain Marathon,2023,M,41,26801,40-44
Sample Runner 10499,Skyline Mountain Marathon,2023,M,43,14422,40-44
Sample Runner 10500,Skyline Mountain Marathon,2023,M,36,21579,35-39
Sample Runner 10501,Skyline Mountain Marathon,2023,M,43,18273,40-44
Sample Runner 10502,Skyline Mountain Marathon,2023,F,48,24562,45-49
Sample Runner 10503,Skyline Mountain Marathon,2023,F,39,18057,35-39
Sample Runner 10504,Skyline Mountain Marathon,2023,M,47,15208,45-49
Sample Runner 10505,Skyline Mountain Marathon,2023,M,64,32923,60-64
Sample Runner 10506,Skyline Mountain Marathon,2023,M,42,15172,40-44
Sample Runner 10507,Skyline Mountain Marathon,2023,M,25,14324,Under 35
Sample Runner 10508,Skyline Mountain Marathon,2023,M,22,24192,Under 35
Sample Runner 10509,Skyline Mountain Marathon,2023,M,33,18633,Under 35
Sample Runner 10510,Skyline Mountain Marathon,2023,F,47,24395,45-49
Sample Runner 10511,Skyline Mountain Marathon,2023,M,43,27141,40-44
Sample Runner 10512,Skyline Mountain Marathon,2023,M,32,24164,Under 35
Sample Runner 10513,Skyline Mountain Marathon,2023,F,24,28001,Under 35
Sample Runner 10514,Skyline Mountain Marathon,2023,M,29,23668,Under 35
Sample Runner 10515,Skyline Mountain Marathon,2023,F,43,20781,40-44
Sample Runner 10516,Skyline Mountain Marathon,2023,F,23,26694,Under 35
Sample Runner 10517,Skyline Mountain Marathon,2023,M,25,30629,Under 35
Sample Runner 10518,Sleeping Bear Marathon,2023,M,42,19246,40-44
Sample Runner 10519,Sleeping Bear Marathon,2023,M,35,17128,35-39
Sample Runner 10520,Sleeping Bear Marathon,2023,M,25,14000,Under 35
Sample Runner 10521,Sleeping Bear Marathon,2023,F,28,20459,Under 35
Sample Runner 10522,Sleeping Bear Marathon,2023,F,38,20379,35-39
Sample Runner 10523,Sleeping Bear Marathon,2023,M,30,14830,Under 35
Sample Runner 10524,Sleeping Bear Marathon,2023,M,28,12831,Under 35
Sample Runner 10525,Sleeping Bear Marathon,2023,M,45,18774,45-49
Sample Runner 10526,Sleeping Bear Marathon,2023,F,52,19249,50-54
Sample Runner 10527,Sleeping Bear Marathon,2023,M,27,14152,Under 35
Sample Runner 10528,Sleeping Bear Marathon,2023,M,29,14100,Under 35
Sample Runner 10529,Sleeping Bear Marathon,2023,M,44,14274,40-44
Sample Runner 10530,Sleeping Bear Marathon,2023,F,58,18422,55-59
Sample Runner 10531,Sleeping Bear Marathon,2023,F,26,13153,Under 35
Sample Runner 10532,Sleeping Bear Marathon,2023,F,41,21254,40-44
Sample Runner 10533,Sleeping Bear Marathon,2023,F,22,13247,Under 35
Sample Runner 10534,Sleeping Bear Marathon,2023,M,44,13955,40-44
Sample Runner 10535,Sleeping Bear Marathon,2023,M,37,14127,35-39
Sample Runner 10536,Sleeping Bear Marathon,2023,M,37,12048,35-39
Sample Runner 10537,Sleeping Bear Marathon,2023,F,64,18942,60-64
Sample Runner 10538,South Texas International Marathon,2023,M,20,19593,Under 35
